Load	Tipo de Veículo	Tipo Transporte	 Valor do Frete 
335613	Carreta	Convencional	 R$ 8.753,00 
437959	Carreta	Convencional	 R$ 6.168,00 
718257	Carreta	Convencional	 R$ 9.792,00 
403125	Carreta	Convencional	 R$ 7.798,00 
191734	Carreta	Convencional	 R$ 6.403,00 
878321	Carreta	Convencional	 R$ 9.075,00 
253489	Carreta	Convencional	 R$ 6.127,00 
960213	Carreta	Convencional	 R$ 6.713,00 
790515	Carreta	Convencional	 R$ 6.472,00 
915967	Carreta	Convencional	 R$ 11.487,60 
333661	Carreta	Convencional	 R$ 11.696,40 
468940	Carreta	Convencional	 R$ 9.798,00 
885856	Carreta	Convencional	 R$ 7.977,00 
894324	Carreta	Convencional	 R$ 8.260,00 
209343	Carreta	Convencional	 R$ 6.038,00 
112747	Carreta	Convencional	 R$ 11.401,20 
400502	Carreta	Convencional	 R$ 6.885,60 
194551	Carreta	Convencional	 R$ 8.402,40 
712068	Carreta	Convencional	 R$ 9.504,00 
319518	Carreta	Convencional	 R$ 10.032,00 
538282	Carreta	Convencional	 R$ 6.174,00 
192969	Carreta	Convencional	 R$ 7.551,00 
651345	Carreta	Convencional	 R$ 7.660,00 
923228	Carreta	Convencional	 R$ 10.050,00 
529086	Carreta	Convencional	 R$ 8.556,00 
191067	Carreta	Convencional	 R$ 6.701,00 
346083	Carreta	Convencional	 R$ 9.257,00 
437641	Carreta	Convencional	 R$ 7.178,00 
376393	Carreta	Convencional	 R$ 5.073,00 
310709	Carreta	Convencional	 R$ 5.541,00 
640254	Carreta	Convencional	 R$ 5.972,00 
604061	Carreta	Convencional	 R$ 11.979,60 
442574	Carreta	Convencional	 R$ 10.382,40 
581925	Carreta	Convencional	 R$ 8.353,20 
124538	Carreta	Convencional	 R$ 8.645,00 
675289	Carreta	Convencional	 R$ 9.821,00 
701827	Carreta	Convencional	 R$ 9.962,00 
439635	Carreta	Convencional	 R$ 8.830,80 
297351	Carreta	Convencional	 R$ 5.219,00 
262034	Carreta	Convencional	 R$ 9.925,00 
251938	Carreta	Convencional	 R$ 6.149,00 
702723	Carreta	Convencional	 R$ 5.334,00 
151083	Carreta	Convencional	 R$ 5.631,00 
200304	Carreta	Convencional	 R$ 5.472,00 
641688	Carreta	Convencional	 R$ 8.989,20 
810760	Carreta	Convencional	 R$ 8.194,00 
553499	Carreta	Convencional	 R$ 7.661,00 
551284	Carreta	Convencional	 R$ 5.761,00 
520439	Carreta	Convencional	 R$ 8.713,20 
903204	Carreta	Convencional	 R$ 6.025,20 
211862	Carreta	Convencional	 R$ 8.887,20 
385077	Carreta	Convencional	 R$ 11.542,80 
981427	Carreta	Convencional	 R$ 9.941,00 
672704	Carreta	Convencional	 R$ 7.250,40 
674870	Carreta	Convencional	 R$ 5.633,00 
890045	Carreta	Convencional	 R$ 9.002,00 
706693	Carreta	Convencional	 R$ 8.946,00 
954633	Carreta	Convencional	 R$ 10.524,00 
187565	Carreta	Convencional	 R$ 10.485,60 
190613	Carreta	Convencional	 R$ 8.186,40 
122761	Carreta	Convencional	 R$ 8.491,00 
648337	Carreta	Convencional	 R$ 10.113,60 
450517	Carreta	Convencional	 R$ 9.072,00 
314877	Carreta	Convencional	 R$ 8.029,00 
526310	Carreta	Convencional	 R$ 6.058,00 
553831	Carreta	Convencional	 R$ 7.519,00 
622481	Carreta	Convencional	 R$ 8.274,00 
865465	Carreta	Convencional	 R$ 9.940,00 
864600	Carreta	Convencional	 R$ 8.405,00 
409749	Carreta	Convencional	 R$ 11.354,40 
832888	Carreta	Convencional	 R$ 8.298,00 
839806	Carreta	Convencional	 R$ 9.396,00 
868872	Carreta	Convencional	 R$ 8.631,60 
124064	Carreta	Convencional	 R$ 7.839,00 
442568	Carreta	Convencional	 R$ 9.655,20 
193649	Carreta	Convencional	 R$ 11.662,80 
386872	Carreta	Convencional	 R$ 6.371,00 
299703	Carreta	Convencional	 R$ 9.086,40 
286151	Carreta	Convencional	 R$ 7.699,20 
446528	Carreta	Convencional	 R$ 10.858,80 
282250	Carreta	Convencional	 R$ 6.812,00 
497073	Carreta	Convencional	 R$ 6.738,00 
338452	Carreta	Convencional	 R$ 8.596,00 
720111	Carreta	Convencional	 R$ 9.708,00 
180293	Carreta	Convencional	 R$ 6.557,00 
343513	Carreta	Convencional	 R$ 6.684,00 
513291	Carreta	Convencional	 R$ 6.479,00 
974213	Carreta	Convencional	 R$ 9.561,00 
398135	Carreta	Convencional	 R$ 9.900,00 
148343	Carreta	Convencional	 R$ 9.063,60 
108941	Carreta	Convencional	 R$ 8.723,00 
524925	Carreta	Convencional	 R$ 9.429,00 
357891	Carreta	Convencional	 R$ 7.616,40 
855741	Carreta	Convencional	 R$ 7.735,00 
545932	Carreta	Convencional	 R$ 9.101,00 
167668	Carreta	Convencional	 R$ 10.341,60 
743155	Carreta	Convencional	 R$ 8.216,00 
875470	Carreta	Convencional	 R$ 6.874,80 
973942	Carreta	Convencional	 R$ 8.593,00 
741735	Carreta	Convencional	 R$ 8.037,60 
258403	Carreta	Convencional	 R$ 6.660,00 
363796	Carreta	Convencional	 R$ 9.354,00 
137287	Carreta	Convencional	 R$ 5.374,00 
691426	Carreta	Convencional	 R$ 9.654,00 
958910	Carreta	Convencional	 R$ 8.822,00 
183688	Carreta	Convencional	 R$ 8.773,00 
225046	Carreta	Convencional	 R$ 7.578,00 
930644	Carreta	Convencional	 R$ 9.132,00 
753941	Carreta	Convencional	 R$ 7.567,20 
310650	Carreta	Convencional	 R$ 9.407,00 
314984	Carreta	Convencional	 R$ 7.995,00 
565019	Carreta	Convencional	 R$ 5.607,00 
451167	Carreta	Convencional	 R$ 8.823,60 
248281	Carreta	Convencional	 R$ 9.584,40 
650004	Carreta	Convencional	 R$ 6.931,00 
998280	Carreta	Convencional	 R$ 5.243,00 
705576	Carreta	Convencional	 R$ 7.759,00 
449330	Carreta	Convencional	 R$ 5.717,00 
642569	Carreta	Convencional	 R$ 8.708,00 
607651	Carreta	Convencional	 R$ 8.697,00 
669528	Carreta	Convencional	 R$ 9.179,00 
763227	Carreta	Convencional	 R$ 10.839,60 
271609	Carreta	Convencional	 R$ 11.228,40 
374015	Carreta	Convencional	 R$ 7.849,20 
598497	Carreta	Convencional	 R$ 6.116,00 
909424	Carreta	Convencional	 R$ 6.820,00 
632947	Carreta	Convencional	 R$ 8.404,80 
997103	Carreta	Convencional	 R$ 10.221,60 
204870	Carreta	Convencional	 R$ 8.954,00 
230992	Carreta	Convencional	 R$ 11.000,40 
897648	Carreta	Convencional	 R$ 6.711,60 
380168	Carreta	Convencional	 R$ 9.627,00 
728889	Carreta	Convencional	 R$ 6.632,00 
167307	Carreta	Convencional	 R$ 7.800,00 
226638	Carreta	Convencional	 R$ 7.428,00 
551816	Carreta	Convencional	 R$ 11.054,40 
988309	Carreta	Convencional	 R$ 7.474,00 
941682	Carreta	Convencional	 R$ 9.331,00 
747154	Carreta	Convencional	 R$ 7.856,00 
617110	Carreta	Convencional	 R$ 11.959,20 
598907	Carreta	Convencional	 R$ 8.908,00 
166377	Carreta	Convencional	 R$ 5.347,00 
418720	Carreta	Convencional	 R$ 5.355,00 
821128	Carreta	Convencional	 R$ 6.214,00 
457040	Carreta	Convencional	 R$ 7.236,00 
200365	Carreta	Convencional	 R$ 9.714,00 
293245	Carreta	Convencional	 R$ 9.195,00 
339937	Carreta	Convencional	 R$ 10.692,00 
408547	Carreta	Convencional	 R$ 6.840,00 
131775	Carreta	Convencional	 R$ 5.849,00 
173912	Carreta	Convencional	 R$ 7.195,20 
699972	Carreta	Convencional	 R$ 6.385,00 
569189	Carreta	Convencional	 R$ 7.647,60 
571654	Carreta	Convencional	 R$ 11.989,20 
148739	Carreta	Convencional	 R$ 11.545,20 
956992	Carreta	Convencional	 R$ 6.114,00 
810526	Carreta	Convencional	 R$ 8.456,40 
180523	Carreta	Convencional	 R$ 6.221,00 
511249	Carreta	Convencional	 R$ 9.341,00 
857850	Carreta	Convencional	 R$ 8.768,00 
264986	Carreta	Convencional	 R$ 5.464,00 
594393	Carreta	Convencional	 R$ 6.607,00 
873651	Carreta	Convencional	 R$ 8.544,00 
757693	Carreta	Convencional	 R$ 9.561,00 
789023	Carreta	Convencional	 R$ 9.660,00 
789282	Carreta	Convencional	 R$ 5.452,00 
953015	Carreta	Convencional	 R$ 6.501,60 
960083	Carreta	Convencional	 R$ 6.450,00 
555393	Carreta	Convencional	 R$ 6.565,20 
595923	Carreta	Convencional	 R$ 10.426,80 
485165	Carreta	Convencional	 R$ 10.472,40 
246885	Carreta	Convencional	 R$ 9.467,00 
288418	Carreta	Convencional	 R$ 5.702,00 
896988	Carreta	Convencional	 R$ 9.127,00 
937107	Carreta	Convencional	 R$ 7.867,00 
658945	Carreta	Convencional	 R$ 6.305,00 
368092	Carreta	Convencional	 R$ 8.799,00 
656611	Carreta	Convencional	 R$ 7.913,00 
816978	Carreta	Convencional	 R$ 10.450,80 
636934	Carreta	Convencional	 R$ 7.047,00 
391179	Carreta	Convencional	 R$ 7.334,00 
446563	Carreta	Convencional	 R$ 9.093,60 
120818	Carreta	Convencional	 R$ 6.978,00 
493325	Carreta	Convencional	 R$ 8.967,00 
584585	Carreta	Convencional	 R$ 9.980,40 
661679	Carreta	Convencional	 R$ 6.724,80 
458065	Carreta	Convencional	 R$ 9.862,80 
712645	Carreta	Convencional	 R$ 11.788,80 
618423	Carreta	Convencional	 R$ 5.095,00 
143107	Carreta	Convencional	 R$ 6.248,00 
526246	Carreta	Convencional	 R$ 11.739,60 
794182	Carreta	Convencional	 R$ 6.007,20 
420582	Carreta	Convencional	 R$ 8.348,40 
364448	Carreta	Convencional	 R$ 6.180,00 
970768	Carreta	Convencional	 R$ 7.816,00 
888923	Carreta	Convencional	 R$ 9.384,00 
250971	Carreta	Convencional	 R$ 6.333,00 
972444	Carreta	Convencional	 R$ 11.965,20 
943939	Carreta	Convencional	 R$ 7.831,20 
292612	Carreta	Convencional	 R$ 9.699,00 
139972	Carreta	Convencional	 R$ 6.378,00 
839538	Carreta	Convencional	 R$ 7.891,00 
547171	Carreta	Convencional	 R$ 6.248,00 
604999	Carreta	Convencional	 R$ 6.738,00 
463747	Carreta	Convencional	 R$ 6.182,00 
894797	Carreta	Convencional	 R$ 10.822,80 
181713	Carreta	Convencional	 R$ 8.892,00 
743062	Carreta	Convencional	 R$ 8.854,00 
914633	Carreta	Convencional	 R$ 9.395,00 
114961	Carreta	Convencional	 R$ 7.822,80 
246245	Carreta	Convencional	 R$ 7.070,40 
257741	Carreta	Convencional	 R$ 6.129,60 
738217	Carreta	Convencional	 R$ 5.578,00 
574692	Carreta	Convencional	 R$ 7.873,00 
320514	Carreta	Convencional	 R$ 9.605,00 
910791	Carreta	Convencional	 R$ 6.134,00 
738798	Carreta	Convencional	 R$ 6.663,60 
429060	Carreta	Convencional	 R$ 5.249,00 
189519	Carreta	Convencional	 R$ 9.562,00 
339777	Carreta	Convencional	 R$ 9.299,00 
922105	Carreta	Convencional	 R$ 8.883,60 
729783	Carreta	Convencional	 R$ 7.718,00 
717112	Carreta	Convencional	 R$ 7.971,60 
427356	Carreta	Convencional	 R$ 7.184,40 
270479	Carreta	Convencional	 R$ 11.949,60 
455145	Carreta	Convencional	 R$ 7.113,00 
821375	Carreta	Convencional	 R$ 9.585,60 
366253	Carreta	Convencional	 R$ 8.688,00 
682684	Carreta	Convencional	 R$ 5.847,00 
414228	Carreta	Convencional	 R$ 10.669,20 
650408	Carreta	Convencional	 R$ 5.143,00 
736010	Carreta	Convencional	 R$ 7.584,00 
160804	Carreta	Convencional	 R$ 7.404,00 
841404	Carreta	Convencional	 R$ 8.806,80 
374731	Carreta	Convencional	 R$ 8.384,00 
906471	Carreta	Convencional	 R$ 8.518,80 
655118	Carreta	Convencional	 R$ 5.583,00 
143647	Carreta	Convencional	 R$ 7.707,60 
487344	Carreta	Convencional	 R$ 11.266,80 
290855	Carreta	Convencional	 R$ 5.577,00 
338359	Carreta	Convencional	 R$ 8.023,00 
812546	Carreta	Convencional	 R$ 6.476,00 
694873	Carreta	Convencional	 R$ 10.178,40 
602814	Carreta	Convencional	 R$ 11.235,60 
868434	Carreta	Convencional	 R$ 5.581,00 
636507	Carreta	Convencional	 R$ 6.272,00 
706899	Carreta	Convencional	 R$ 6.458,00 
677706	Carreta	Convencional	 R$ 8.104,80 
275706	Carreta	Convencional	 R$ 9.042,00 
965034	Carreta	Convencional	 R$ 8.940,00 
276696	Carreta	Convencional	 R$ 7.908,00 
541529	Carreta	Convencional	 R$ 8.301,60 
215265	Carreta	Convencional	 R$ 6.764,00 
516276	Carreta	Convencional	 R$ 6.160,80 
757448	Carreta	Convencional	 R$ 9.571,20 
542299	Carreta	Convencional	 R$ 6.300,00 
818374	Carreta	Convencional	 R$ 8.707,00 
174117	Carreta	Convencional	 R$ 5.464,00 
563222	Carreta	Convencional	 R$ 9.130,80 
290759	Carreta	Convencional	 R$ 8.245,00 
125816	Carreta	Convencional	 R$ 5.504,00 
699586	Carreta	Convencional	 R$ 6.784,00 
659175	Carreta	Convencional	 R$ 6.448,80 
218767	Carreta	Convencional	 R$ 6.425,00 
694669	Carreta	Convencional	 R$ 6.156,00 
821466	Carreta	Convencional	 R$ 9.970,00 
379904	Carreta	Convencional	 R$ 5.287,00 
313219	Carreta	Convencional	 R$ 7.062,00 
636293	Carreta	Convencional	 R$ 6.571,20 
871378	Carreta	Convencional	 R$ 10.011,60 
247309	Carreta	Convencional	 R$ 6.465,60 
836088	Carreta	Convencional	 R$ 8.098,00 
425329	Carreta	Convencional	 R$ 7.314,00 
344204	Carreta	Convencional	 R$ 8.168,40 
712168	Carreta	Convencional	 R$ 7.323,00 
848934	Carreta	Convencional	 R$ 6.942,00 
797522	Carreta	Convencional	 R$ 10.818,00 
539613	Carreta	Convencional	 R$ 7.419,60 
848823	Carreta	Convencional	 R$ 9.176,40 
749112	Carreta	Convencional	 R$ 9.220,00 
182527	Carreta	Convencional	 R$ 9.858,00 
406205	Carreta	Convencional	 R$ 9.778,00 
454342	Carreta	Convencional	 R$ 5.832,00 
161429	Carreta	Convencional	 R$ 8.946,00 
805750	Carreta	Convencional	 R$ 10.014,00 
454917	Carreta	Convencional	 R$ 6.180,00 
927297	Carreta	Convencional	 R$ 8.466,00 
731374	Carreta	Convencional	 R$ 5.843,00 
477261	Carreta	Convencional	 R$ 9.184,80 
470204	Carreta	Convencional	 R$ 5.782,00 
945519	Carreta	Convencional	 R$ 8.142,00 
148373	Carreta	Convencional	 R$ 5.518,00 
345025	Carreta	Convencional	 R$ 7.263,00 
620595	Carreta	Convencional	 R$ 7.843,00 
671074	Carreta	Convencional	 R$ 8.790,00 
841179	Carreta	Convencional	 R$ 8.949,60 
139970	Carreta	Convencional	 R$ 7.056,00 
132716	Carreta	Convencional	 R$ 9.206,40 
902065	Carreta	Convencional	 R$ 10.516,80 
799309	Carreta	Convencional	 R$ 9.602,00 
485092	Carreta	Convencional	 R$ 8.250,00 
216714	Carreta	Convencional	 R$ 7.447,00 
260465	Carreta	Convencional	 R$ 6.781,00 
358957	Carreta	Convencional	 R$ 7.430,00 
636412	Carreta	Convencional	 R$ 5.132,00 
300403	Carreta	Convencional	 R$ 8.759,00 
259420	Carreta	Convencional	 R$ 5.877,00 
465154	Carreta	Convencional	 R$ 7.716,00 
189430	Carreta	Convencional	 R$ 8.691,00 
253667	Carreta	Convencional	 R$ 5.265,00 
408705	Carreta	Convencional	 R$ 5.001,00 
804825	Carreta	Convencional	 R$ 6.006,00 
313133	Carreta	Convencional	 R$ 8.017,00 
388042	Carreta	Convencional	 R$ 6.823,00 
637810	Carreta	Convencional	 R$ 5.005,00 
945837	Carreta	Convencional	 R$ 11.420,40 
970080	Carreta	Convencional	 R$ 6.168,00 
134838	Carreta	Convencional	 R$ 8.645,00 
442803	Carreta	Convencional	 R$ 9.616,80 
128146	Carreta	Convencional	 R$ 11.278,80 
671214	Carreta	Convencional	 R$ 7.449,60 
251096	Carreta	Convencional	 R$ 7.703,00 
835165	Carreta	Convencional	 R$ 9.437,00 
167254	Carreta	Convencional	 R$ 5.996,00 
806703	Carreta	Convencional	 R$ 9.866,00 
997552	Carreta	Convencional	 R$ 10.471,20 
573743	Carreta	Convencional	 R$ 6.631,20 
610980	Carreta	Convencional	 R$ 8.525,00 
465982	Carreta	Convencional	 R$ 9.892,00 
132945	Carreta	Convencional	 R$ 8.085,00 
631953	Carreta	Convencional	 R$ 5.717,00 
151359	Carreta	Convencional	 R$ 7.342,80 
320004	Carreta	Convencional	 R$ 9.079,00 
957349	Carreta	Convencional	 R$ 8.267,00 
203923	Carreta	Convencional	 R$ 6.615,60 
271886	Carreta	Convencional	 R$ 5.368,00 
469897	Carreta	Convencional	 R$ 11.985,60 
330590	Carreta	Convencional	 R$ 10.321,20 
945551	Carreta	Convencional	 R$ 7.533,60 
303510	Carreta	Convencional	 R$ 10.590,00 
639369	Carreta	Convencional	 R$ 7.788,00 
541611	Carreta	Convencional	 R$ 5.574,00 
147173	Carreta	Convencional	 R$ 9.407,00 
535400	Carreta	Convencional	 R$ 7.549,00 
441551	Carreta	Convencional	 R$ 6.306,00 
593506	Carreta	Convencional	 R$ 9.868,00 
722777	Carreta	Convencional	 R$ 10.668,00 
519447	Carreta	Convencional	 R$ 7.514,40 
956872	Carreta	Convencional	 R$ 7.507,20 
262452	Carreta	Convencional	 R$ 7.974,00 
925392	Carreta	Convencional	 R$ 9.652,80 
144906	Carreta	Convencional	 R$ 8.519,00 
627970	Carreta	Convencional	 R$ 7.666,80 
192812	Carreta	Convencional	 R$ 8.472,00 
737133	Carreta	Convencional	 R$ 5.111,00 
498542	Carreta	Convencional	 R$ 6.891,00 
443111	Carreta	Convencional	 R$ 9.061,00 
599414	Carreta	Convencional	 R$ 9.878,00 
695391	Carreta	Convencional	 R$ 9.306,00 
450272	Carreta	Convencional	 R$ 11.151,60 
149407	Carreta	Convencional	 R$ 11.198,40 
449112	Carreta	Convencional	 R$ 8.732,00 
734682	Carreta	Convencional	 R$ 6.521,00 
207161	Carreta	Convencional	 R$ 7.998,00 
663141	Carreta	Convencional	 R$ 8.647,00 
664641	Carreta	Convencional	 R$ 7.667,00 
816068	Carreta	Convencional	 R$ 6.630,00 
105028	Carreta	Convencional	 R$ 6.764,00 
921420	Carreta	Convencional	 R$ 6.972,00 
203088	Carreta	Convencional	 R$ 6.534,00 
756672	Carreta	Convencional	 R$ 8.148,00 
342775	Carreta	Convencional	 R$ 6.972,00 
164329	Carreta	Convencional	 R$ 5.053,00 
460861	Carreta	Convencional	 R$ 6.024,00 
666497	Carreta	Convencional	 R$ 9.090,00 
913394	Carreta	Convencional	 R$ 9.232,00 
314891	Carreta	Convencional	 R$ 6.422,40 
833373	Carreta	Convencional	 R$ 10.124,40 
673555	Carreta	Convencional	 R$ 6.443,00 
421935	Carreta	Convencional	 R$ 8.261,00 
768592	Carreta	Convencional	 R$ 8.766,00 
695331	Carreta	Convencional	 R$ 9.419,00 
413328	Carreta	Convencional	 R$ 6.250,00 
448256	Carreta	Convencional	 R$ 6.909,00 
980376	Carreta	Convencional	 R$ 8.902,00 
446669	Carreta	Convencional	 R$ 6.664,80 
481660	Carreta	Convencional	 R$ 7.424,40 
337990	Carreta	Convencional	 R$ 7.819,00 
337564	Carreta	Convencional	 R$ 6.243,00 
937854	Carreta	Convencional	 R$ 8.557,20 
728908	Carreta	Convencional	 R$ 6.282,00 
351817	Carreta	Convencional	 R$ 7.432,80 
573851	Carreta	Convencional	 R$ 8.327,00 
429331	Carreta	Convencional	 R$ 5.361,00 
675842	Carreta	Convencional	 R$ 6.076,80 
704663	Carreta	Convencional	 R$ 7.256,00 
373113	Carreta	Convencional	 R$ 5.410,00 
743051	Carreta	Convencional	 R$ 6.468,00 
674179	Carreta	Convencional	 R$ 9.210,00 
303918	Carreta	Convencional	 R$ 6.009,60 
289921	Carreta	Convencional	 R$ 9.643,20 
919763	Carreta	Convencional	 R$ 7.128,00 
173496	Carreta	Convencional	 R$ 6.371,00 
491111	Carreta	Convencional	 R$ 8.311,20 
612054	Carreta	Convencional	 R$ 8.763,60 
320964	Carreta	Convencional	 R$ 7.857,00 
294916	Carreta	Convencional	 R$ 11.551,20 
699739	Carreta	Convencional	 R$ 5.451,00 
438441	Carreta	Convencional	 R$ 8.670,00 
577089	Carreta	Convencional	 R$ 5.418,00 
298658	Carreta	Convencional	 R$ 5.947,00 
199818	Carreta	Convencional	 R$ 5.429,00 
368976	Carreta	Convencional	 R$ 6.622,00 
470802	Carreta	Convencional	 R$ 6.385,00 
656488	Carreta	Convencional	 R$ 9.699,00 
711927	Carreta	Convencional	 R$ 5.885,00 
138882	Carreta	Convencional	 R$ 5.043,00 
545743	Carreta	Convencional	 R$ 8.208,00 
314341	Carreta	Convencional	 R$ 6.391,00 
657213	Carreta	Convencional	 R$ 5.982,00 
327001	Carreta	Convencional	 R$ 6.899,00 
642210	Carreta	Convencional	 R$ 11.205,60 
479413	Carreta	Convencional	 R$ 7.459,00 
961913	Carreta	Convencional	 R$ 7.622,40 
936836	Carreta	Convencional	 R$ 5.716,00 
606477	Carreta	Convencional	 R$ 5.677,00 
560698	Carreta	Convencional	 R$ 11.031,60 
992396	Carreta	Convencional	 R$ 8.994,00 
696880	Carreta	Convencional	 R$ 9.097,20 
550034	Carreta	Convencional	 R$ 5.744,00 
665735	Carreta	Convencional	 R$ 6.573,00 
637880	Carreta	Convencional	 R$ 9.321,00 
831376	Carreta	Convencional	 R$ 7.626,00 
703641	Carreta	Convencional	 R$ 11.973,60 
756007	Carreta	Convencional	 R$ 11.736,00 
912829	Carreta	Convencional	 R$ 8.865,00 
284246	Carreta	Convencional	 R$ 7.305,00 
403714	Carreta	Convencional	 R$ 8.995,20 
631562	Carreta	Convencional	 R$ 9.401,00 
941592	Carreta	Convencional	 R$ 6.409,00 
626177	Carreta	Convencional	 R$ 7.492,80 
211460	Carreta	Convencional	 R$ 8.314,00 
303242	Carreta	Convencional	 R$ 10.238,40 
416946	Carreta	Convencional	 R$ 8.128,80 
220222	Carreta	Convencional	 R$ 9.714,00 
467998	Carreta	Convencional	 R$ 7.931,00 
363347	Carreta	Convencional	 R$ 9.556,80 
447818	Carreta	Convencional	 R$ 6.966,00 
780835	Carreta	Convencional	 R$ 8.286,00 
727640	Carreta	Convencional	 R$ 6.414,00 
352780	Carreta	Convencional	 R$ 9.445,00 
486041	Carreta	Convencional	 R$ 7.677,60 
950830	Carreta	Convencional	 R$ 9.820,80 
912789	Carreta	Convencional	 R$ 9.061,00 
875810	Carreta	Convencional	 R$ 7.810,00 
958794	Carreta	Convencional	 R$ 7.936,00 
233700	Carreta	Convencional	 R$ 6.196,80 
741551	Carreta	Convencional	 R$ 6.256,80 
225353	Carreta	Convencional	 R$ 11.625,60 
325902	Carreta	Convencional	 R$ 5.894,00 
275827	Carreta	Convencional	 R$ 11.797,20 
217334	Carreta	Convencional	 R$ 9.389,00 
455785	Carreta	Convencional	 R$ 7.100,40 
989412	Carreta	Convencional	 R$ 6.288,00 
184222	Carreta	Convencional	 R$ 7.693,20 
928039	Carreta	Convencional	 R$ 8.790,00 
430951	Carreta	Convencional	 R$ 10.299,60 
200214	Carreta	Convencional	 R$ 9.812,00 
661208	Carreta	Convencional	 R$ 5.449,00 
645984	Carreta	Convencional	 R$ 9.662,00 
672329	Carreta	Convencional	 R$ 8.532,00 
604795	Carreta	Convencional	 R$ 6.489,00 
196495	Carreta	Convencional	 R$ 5.159,00 
936510	Carreta	Convencional	 R$ 8.019,00 
447592	Carreta	Convencional	 R$ 8.073,00 
849700	Carreta	Convencional	 R$ 9.944,40 
642657	Carreta	Convencional	 R$ 6.444,00 
172208	Carreta	Convencional	 R$ 5.381,00 
556910	Carreta	Convencional	 R$ 9.303,60 
364772	Carreta	Convencional	 R$ 6.080,00 
603197	Carreta	Convencional	 R$ 8.169,00 
492358	Carreta	Convencional	 R$ 7.884,00 
517391	Carreta	Convencional	 R$ 8.701,00 
154246	Carreta	Convencional	 R$ 11.446,80 
511322	Carreta	Convencional	 R$ 6.994,80 
892826	Carreta	Convencional	 R$ 11.421,60 
833055	Carreta	Convencional	 R$ 7.404,00 
307220	Carreta	Convencional	 R$ 7.525,00 
671454	Carreta	Convencional	 R$ 8.599,00 
557945	Carreta	Convencional	 R$ 7.875,00 
772625	Carreta	Convencional	 R$ 8.410,80 
709117	Carreta	Convencional	 R$ 7.191,60 
294539	Carreta	Convencional	 R$ 8.926,00 
657733	Carreta	Convencional	 R$ 9.014,00 
191628	Carreta	Convencional	 R$ 5.821,00 
243865	Carreta	Convencional	 R$ 8.117,00 
490118	Carreta	Convencional	 R$ 10.778,40 
703794	Carreta	Convencional	 R$ 7.890,00 
924280	Carreta	Convencional	 R$ 11.894,40 
653853	Carreta	Convencional	 R$ 6.903,60 
693574	Carreta	Convencional	 R$ 6.536,40 
223217	Carreta	Convencional	 R$ 9.869,00 
555661	Carreta	Convencional	 R$ 7.052,40 
726804	Carreta	Convencional	 R$ 7.120,00 
747344	Carreta	Convencional	 R$ 6.808,80 
275493	Carreta	Convencional	 R$ 8.097,00 
884467	Carreta	Convencional	 R$ 6.650,40 
343994	Carreta	Convencional	 R$ 8.041,00 
376912	Carreta	Convencional	 R$ 5.978,00 
600019	Carreta	Convencional	 R$ 11.919,60 
877264	Carreta	Convencional	 R$ 9.109,20 
133037	Carreta	Convencional	 R$ 6.943,00 
204237	Carreta	Convencional	 R$ 9.698,00 
373004	Carreta	Convencional	 R$ 5.161,00 
989729	Carreta	Convencional	 R$ 9.013,20 
103422	Carreta	Convencional	 R$ 9.792,00 
890324	Carreta	Convencional	 R$ 7.350,00 
802960	Carreta	Convencional	 R$ 8.780,00 
802222	Carreta	Convencional	 R$ 9.424,00 
886584	Carreta	Convencional	 R$ 10.856,40 
879633	Carreta	Convencional	 R$ 6.489,00 
756472	Carreta	Convencional	 R$ 9.302,00 
627783	Carreta	Convencional	 R$ 6.542,00 
497679	Carreta	Convencional	 R$ 6.944,00 
975066	Carreta	Convencional	 R$ 5.632,00 
734328	Carreta	Convencional	 R$ 8.421,60 
748693	Carreta	Convencional	 R$ 8.747,00 
693848	Carreta	Convencional	 R$ 9.622,00 
271534	Carreta	Convencional	 R$ 6.230,40 
265926	Carreta	Convencional	 R$ 6.991,00 
608627	Carreta	Convencional	 R$ 6.557,00 
237631	Carreta	Convencional	 R$ 9.956,00 
672498	Carreta	Convencional	 R$ 8.894,40 
149458	Carreta	Convencional	 R$ 11.131,20 
210607	Carreta	Convencional	 R$ 9.637,20 
776499	Carreta	Convencional	 R$ 8.677,00 
750488	Carreta	Convencional	 R$ 5.899,00 
401246	Carreta	Convencional	 R$ 6.882,00 
500281	Carreta	Convencional	 R$ 5.974,00 
223335	Carreta	Convencional	 R$ 7.701,00 
643473	Carreta	Convencional	 R$ 8.164,80 
457421	Carreta	Convencional	 R$ 8.689,00 
622965	Carreta	Convencional	 R$ 8.040,00 
445095	Carreta	Convencional	 R$ 11.982,00 
630838	Carreta	Convencional	 R$ 6.386,00 
930941	Carreta	Convencional	 R$ 7.055,00 
192230	Carreta	Convencional	 R$ 8.935,00 
989261	Carreta	Convencional	 R$ 7.725,60 
514296	Carreta	Convencional	 R$ 6.993,00 
714870	Carreta	Convencional	 R$ 8.553,00 
737301	Carreta	Convencional	 R$ 9.034,80 
252687	Carreta	Convencional	 R$ 6.272,40 
416369	Carreta	Convencional	 R$ 6.464,00 
884448	Carreta	Convencional	 R$ 5.532,00 
293997	Carreta	Convencional	 R$ 9.650,00 
748192	Carreta	Convencional	 R$ 9.056,00 
903270	Carreta	Convencional	 R$ 10.743,60 
745814	Carreta	Convencional	 R$ 9.499,20 
